#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP071982.1,732911,733615,+,66521930,,J5D21_RS03370,WP_021171868.1,234,Fic family protein
chromosome,NZ_CP071982.1,733627,734871,-,66521931,,J5D21_RS03375,WP_077645577.1,414,RNA polymerase factor sigma-54
chromosome,NZ_CP071982.1,734874,735596,-,66521932,lptB,J5D21_RS03380,WP_000353244.1,240,LPS export ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,735609,736010,-,66521933,tsaE,J5D21_RS03385,WP_021186766.1,133,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
chromosome,NZ_CP071982.1,736007,737770,-,66521934,,J5D21_RS03390,WP_077645576.1,587,DNA polymerase III subunit gamma/tau
chromosome,NZ_CP071982.1,737837,738469,-,66521935,,J5D21_RS03395,WP_077368778.1,210,LysE/ArgO family amino acid transporter
chromosome,NZ_CP071982.1,738733,739155,+,66521936,,J5D21_RS03400,WP_000748926.1,140,DUF1104 domain-containing protein
chromosome,NZ_CP071982.1,739188,739649,+,66521937,,J5D21_RS03405,WP_077645575.1,153,DUF1104 domain-containing protein
chromosome,NZ_CP071982.1,739968,741890,+,66521938,,J5D21_RS03410,WP_209612388.1,640,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,742030,743028,-,66521939,,J5D21_RS03415,WP_244965191.1,332,type II asparaginase
chromosome,NZ_CP071982.1,743158,744489,+,66521940,,J5D21_RS03420,WP_209612392.1,443,anaerobic C4-dicarboxylate transporter
chromosome,NZ_CP071982.1,744563,746518,-,66521941,sabA,J5D21_RS03425,WP_209612393.1,651,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,746739,747656,-,66521942,,J5D21_RS03430,WP_209612395.1,305,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,747626,748612,-,66521943,,J5D21_RS03435,WP_209612397.1,328,tRNA-dihydrouridine synthase
chromosome,NZ_CP071982.1,748705,749721,-,66521944,tilS,J5D21_RS03440,WP_209612475.1,338,tRNA lysidine(34) synthetase TilS
chromosome,NZ_CP071982.1,749757,750824,-,66521945,,J5D21_RS03445,WP_209612399.1,355,ATP-binding protein
chromosome,NZ_CP071982.1,750833,751138,-,66521946,,J5D21_RS03450,WP_000491641.1,101,hypothetical protein
chromosome,NZ_CP071982.1,751248,752963,-,66521947,,J5D21_RS03455,WP_209612400.1,571,50S ribosome-binding GTPase
chromosome,NZ_CP071982.1,754928,756247,-,66521950,rimO,J5D21_RS03470,WP_209612406.1,439,30S ribosomal protein S12 methylthiotransferase RimO
chromosome,NZ_CP071982.1,756249,756710,-,66521951,,J5D21_RS03475,WP_001966916.1,153,phosphoribosyltransferase
chromosome,NZ_CP071982.1,756719,757828,-,66521952,,J5D21_RS03480,WP_209612408.1,369,alanine--glyoxylate aminotransferase family protein
chromosome,NZ_CP071982.1,757977,758453,+,66521953,,J5D21_RS03485,WP_209612410.1,158,phosphatidylglycerophosphatase A
chromosome,NZ_CP071982.1,758530,759573,+,66521954,,J5D21_RS03490,WP_209612477.1,347,D-alanine--D-alanine ligase
chromosome,NZ_CP071982.1,759573,760298,+,66521955,estV,J5D21_RS03495,WP_209612412.1,241,alpha/beta hydrolase
chromosome,NZ_CP071982.1,760285,761766,+,66521956,,J5D21_RS03500,WP_209612414.1,493,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chromosome,NZ_CP071982.1,761776,762261,+,66521957,,J5D21_RS03505,WP_209612416.1,161,HIT domain-containing protein
chromosome,NZ_CP071982.1,762353,763282,+,66521958,,J5D21_RS03510,WP_209612479.1,309,ribose-phosphate pyrophosphokinase
chromosome,NZ_CP071982.1,763354,764499,-,66521960,,J5D21_RS03520,WP_080243250.1,381,rod shape-determining protein RodA
chromosome,NZ_CP071982.1,764522,765142,-,66521961,,J5D21_RS03525,WP_244965192.1,206,DUF697 domain-containing protein
chromosome,NZ_CP071982.1,765280,765732,-,66521962,,J5D21_RS03530,WP_209612418.1,150,50S ribosome-binding GTPase
chromosome,NZ_CP071982.1,765866,766849,+,66521963,,J5D21_RS03535,WP_209612420.1,327,RluA family pseudouridine synthase
chromosome,NZ_CP071982.1,766812,768059,+,66521964,,J5D21_RS03540,WP_209612480.1,415,fibronectin type III domain-containing protein
chromosome,NZ_CP071982.1,768070,769248,+,66521965,trmB,J5D21_RS03545,WP_209612422.1,392,tRNA (guanosine(46)-N7)-methyltransferase TrmB
chromosome,NZ_CP071982.1,769248,769919,+,66521966,,J5D21_RS03550,WP_021172758.1,223,ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,769906,770712,+,66521967,,J5D21_RS03555,WP_209612424.1,268,ABC transporter permease
chromosome,NZ_CP071982.1,770705,771907,+,66521968,,J5D21_RS03560,WP_021172760.1,400,M23 family metallopeptidase
chromosome,NZ_CP071982.1,772000,772359,+,66521969,,J5D21_RS03565,WP_000245957.1,119,FlaG family protein
chromosome,NZ_CP071982.1,772376,774433,+,66521970,fliD,J5D21_RS03570,WP_164499582.1,685,flagellar filament capping protein FliD
chromosome,NZ_CP071982.1,774476,774856,+,66521971,fliS,J5D21_RS03575,WP_001199081.1,126,flagellar export chaperone FliS
chromosome,NZ_CP071982.1,774843,775082,+,66521972,,J5D21_RS03580,WP_001087801.1,79,hypothetical protein
chromosome,NZ_CP071982.1,775135,775806,+,66521973,,J5D21_RS03585,WP_209612425.1,223,tRNA threonylcarbamoyladenosine dehydratase
chromosome,NZ_CP071982.1,775808,775954,+,66521974,,J5D21_RS03590,WP_000656207.1,48,hypothetical protein
chromosome,NZ_CP071982.1,775958,776836,+,66521975,,J5D21_RS03595,WP_000621605.1,292,carbon-nitrogen hydrolase
chromosome,NZ_CP071982.1,776963,778276,+,66521976,,J5D21_RS03600,WP_209612427.1,437,Na+/H+ antiporter family protein
chromosome,NZ_CP071982.1,778276,779592,+,66521977,,J5D21_RS03605,WP_244965196.1,438,MATE family efflux transporter
chromosome,NZ_CP071982.1,779593,781104,-,66521978,rny,J5D21_RS03610,WP_244965197.1,503,ribonuclease Y
chromosome,NZ_CP071982.1,781082,781723,-,66521979,,J5D21_RS03615,WP_244965193.1,213,5-formyltetrahydrofolate cyclo-ligase
chromosome,NZ_CP071982.1,781848,782405,+,66521980,,J5D21_RS03620,WP_209612431.1,185,hypothetical protein
chromosome,NZ_CP071982.1,782411,783289,+,66521981,ftsY,J5D21_RS03625,WP_209612432.1,292,signal recognition particle-docking protein FtsY
chromosome,NZ_CP071982.1,783298,783612,-,66521982,,J5D21_RS03630,WP_209612434.1,104,YkgJ family cysteine cluster protein
chromosome,NZ_CP071982.1,784618,784917,-,66521984,,J5D21_RS03640,WP_000414507.1,99,hypothetical protein
chromosome,NZ_CP071982.1,786087,787052,-,66521986,moaA,J5D21_RS03650,WP_187922030.1,321,"GTP 3\\',8-cyclase MoaA"
chromosome,NZ_CP071982.1,787138,787743,+,66521987,mobA,J5D21_RS03655,WP_209612438.1,201,molybdenum cofactor guanylyltransferase MobA
chromosome,NZ_CP071982.1,787736,788812,+,66521988,flhB,J5D21_RS03660,WP_000796844.1,358,flagellar biosynthesis protein FlhB
chromosome,NZ_CP071982.1,788910,789647,-,66521989,,J5D21_RS03665,WP_209506498.1,245,hypothetical protein
chromosome,NZ_CP071982.1,789666,791147,-,66521990,,J5D21_RS03670,WP_209612440.1,493,N-acetylmuramoyl-L-alanine amidase
chromosome,NZ_CP071982.1,791154,792245,-,66521991,fabX,J5D21_RS03675,WP_209612442.1,363,nitronate monooxygenase
chromosome,NZ_CP071982.1,792262,793470,-,66521992,tyrS,J5D21_RS03680,WP_209612444.1,402,tyrosine--tRNA ligase
chromosome,NZ_CP071982.1,793490,795820,-,66521993,,J5D21_RS03685,WP_001002190.1,776,RelA/SpoT family protein
chromosome,NZ_CP071982.1,795807,796031,-,66521994,,J5D21_RS03690,WP_000712202.1,74,MULTISPECIES: DNA-directed RNA polymerase subunit omega
chromosome,NZ_CP071982.1,796073,796795,-,66521995,pyrH,J5D21_RS03695,WP_001148063.1,240,UMP kinase
chromosome,NZ_CP071982.1,796905,797588,-,66521996,,J5D21_RS03700,WP_021172150.1,227,menaquinone biosynthetic enzyme MqnA/MqnD family protein
chromosome,NZ_CP071982.1,797719,800277,+,66521997,acnB,J5D21_RS03705,WP_180373787.1,852,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
chromosome,NZ_CP071982.1,800358,800624,+,66521998,,J5D21_RS03710,WP_209612446.1,88,hypothetical protein
chromosome,NZ_CP071982.1,800896,802197,+,66521999,,J5D21_RS03715,WP_209612448.1,433,IS701 family transposase
chromosome,NZ_CP071982.1,802287,803654,+,66522000,,J5D21_RS03720,WP_209612488.1,455,outer membrane family protein
chromosome,NZ_CP071982.1,803661,804188,-,66522001,,J5D21_RS03725,WP_021171533.1,175,hypothetical protein
chromosome,NZ_CP071982.1,804674,805228,-,66522003,lolA,J5D21_RS03735,WP_021186727.1,184,LolA-like outer membrane lipoprotein chaperone
chromosome,NZ_CP071982.1,805375,807972,+,66522004,secA,J5D21_RS03740,WP_209612450.1,865,preprotein translocase subunit SecA
chromosome,NZ_CP071982.1,807962,809194,+,66522005,,J5D21_RS03745,WP_021171953.1,410,ABC transporter permease
chromosome,NZ_CP071982.1,809473,810972,+,66522006,hofF,J5D21_RS03750,WP_209611155.1,499,outer membrane family protein
chromosome,NZ_CP071982.1,810947,811108,-,66522007,,J5D21_RS03755,WP_193741279.1,53,hypothetical protein
chromosome,NZ_CP071982.1,811205,812470,-,66522008,,J5D21_RS03760,WP_209611157.1,421,restriction endonuclease subunit S
chromosome,NZ_CP071982.1,812506,814566,-,66522009,cadA,J5D21_RS03765,WP_209611158.1,686,heavy metal translocating P-type ATPase
chromosome,NZ_CP071982.1,814591,816111,-,66522010,,J5D21_RS03770,WP_209611160.1,506,YifB family Mg chelatase-like AAA ATPase
chromosome,NZ_CP071982.1,816117,816641,-,66522011,def,J5D21_RS03775,WP_001185863.1,174,peptide deformylase
chromosome,NZ_CP071982.1,816646,817233,-,66522012,clpP,J5D21_RS03780,WP_000540576.1,195,ATP-dependent Clp endopeptidase proteolytic subunit ClpP
chromosome,NZ_CP071982.1,817253,818608,-,66522013,tig,J5D21_RS03785,WP_209611162.1,451,trigger factor
chromosome,NZ_CP071982.1,818721,819557,-,66522014,,J5D21_RS03790,WP_209611164.1,278,outer membrane protein
chromosome,NZ_CP071982.1,819579,820361,-,66522015,hpaA,J5D21_RS03795,WP_000855929.1,260,flagellar sheath lipoprotein HpaA
chromosome,NZ_CP071982.1,820480,820956,-,66522016,moaC,J5D21_RS03800,WP_001131535.1,158,cyclic pyranopterin monophosphate synthase MoaC
chromosome,NZ_CP071982.1,820965,821495,-,66522017,mog,J5D21_RS03805,WP_001193317.1,176,molybdopterin adenylyltransferase
chromosome,NZ_CP071982.1,821508,821945,-,66522018,,J5D21_RS03810,WP_209611165.1,145,molybdenum cofactor biosynthesis protein MoaE
chromosome,NZ_CP071982.1,821946,822167,-,66522019,,J5D21_RS03815,WP_000230602.1,73,MoaD/ThiS family protein
chromosome,NZ_CP071982.1,822246,822824,-,66522020,ribA,J5D21_RS03820,WP_021172499.1,192,GTP cyclohydrolase II
chromosome,NZ_CP071982.1,822913,823659,-,66522021,,J5D21_RS03825,WP_244965198.1,248,DUF3943 domain-containing protein
chromosome,NZ_CP071982.1,823839,824873,-,66522022,,J5D21_RS03830,WP_000603441.1,344,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II"
chromosome,NZ_CP071982.1,824945,825790,-,66522023,,J5D21_RS03835,WP_209611169.1,281,glycosyltransferase family 25 protein
chromosome,NZ_CP071982.1,825872,826492,+,66522024,,J5D21_RS03840,WP_209611171.1,206,M48 family metallopeptidase
chromosome,NZ_CP071982.1,826503,828899,-,66522025,,J5D21_RS03845,WP_209611173.1,798,TonB-dependent receptor family protein
chromosome,NZ_CP071982.1,829078,829437,-,66522026,acpS,J5D21_RS03850,WP_187902305.1,119,holo-ACP synthase
chromosome,NZ_CP071982.1,829444,829995,-,66522027,fliL,J5D21_RS03855,WP_000797032.1,183,flagellar basal body-associated protein FliL
chromosome,NZ_CP071982.1,830004,830606,-,66522028,rsmD,J5D21_RS03860,WP_209611175.1,200,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
chromosome,NZ_CP071982.1,830585,830920,-,66522029,,J5D21_RS03865,WP_209611177.1,111,dihydroneopterin aldolase
chromosome,NZ_CP071982.1,831379,832380,-,66522030,,J5D21_RS03870,WP_209611179.1,333,class I SAM-dependent methyltransferase
chromosome,NZ_CP071982.1,832512,833129,+,66522031,,J5D21_RS03875,WP_097693727.1,205,MBL fold metallo-hydrolase
chromosome,NZ_CP071982.1,833130,833897,+,66522032,,J5D21_RS03880,WP_209611181.1,255,HesA/MoeB/ThiF family protein
chromosome,NZ_CP071982.1,833913,834686,+,66522033,motA,J5D21_RS03885,WP_000366185.1,257,flagellar motor stator protein MotA
chromosome,NZ_CP071982.1,834689,835462,+,66522034,motB,J5D21_RS03890,WP_001085354.1,257,flagellar motor protein MotB
chromosome,NZ_CP071982.1,835468,835905,+,66522035,,J5D21_RS03895,WP_001039460.1,145,hypothetical protein
chromosome,NZ_CP071982.1,836019,837680,+,66522036,,J5D21_RS03900,WP_209611183.1,553,ABC transporter permease subunit
chromosome,NZ_CP071982.1,837683,838333,+,66522037,,J5D21_RS03905,WP_000659409.1,216,ATP-binding cassette domain-containing protein
chromosome,NZ_CP071982.1,838337,838516,-,66522038,,J5D21_RS03910,WP_000468794.1,59,hypothetical protein
chromosome,NZ_CP071982.1,838508,838969,+,66522039,,J5D21_RS03915,WP_000437154.1,153,hypothetical protein
chromosome,NZ_CP071982.1,838970,840754,+,66522040,uvrC,J5D21_RS03920,WP_209611185.1,594,excinuclease ABC subunit UvrC
chromosome,NZ_CP071982.1,840765,842030,+,66522041,,J5D21_RS03925,WP_000746757.1,421,homoserine dehydrogenase
chromosome,NZ_CP071982.1,842031,842375,+,66522042,,J5D21_RS03930,WP_001211704.1,114,YraN family protein
chromosome,NZ_CP071982.1,842464,842784,+,66522043,trxA,J5D21_RS03935,WP_000020206.1,106,thioredoxin
chromosome,NZ_CP071982.1,842790,843725,+,66522044,trxB,J5D21_RS03940,WP_209611187.1,311,thioredoxin-disulfide reductase
chromosome,NZ_CP071982.1,844093,844914,+,66522045,,J5D21_RS03945,WP_001263392.1,273,glycosyltransferase family 25 protein
chromosome,NZ_CP071982.1,845133,845381,-,66522046,,J5D21_RS03950,WP_000790555.1,82,RNA-binding protein
chromosome,NZ_CP071982.1,845705,846385,-,66522047,,J5D21_RS03955,WP_000401225.1,226,F0F1 ATP synthase subunit A
chromosome,NZ_CP071982.1,846507,847952,-,66522048,guaB,J5D21_RS03960,WP_001221689.1,481,IMP dehydrogenase
chromosome,NZ_CP071982.1,847962,849323,-,66522049,gatA,J5D21_RS03965,WP_209611189.1,453,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
chromosome,NZ_CP071982.1,849382,849972,-,66522050,coaE,J5D21_RS03970,WP_209611191.1,196,dephospho-CoA kinase
chromosome,NZ_CP071982.1,849974,850762,-,66522051,,J5D21_RS03975,WP_209611193.1,262,spermidine synthase
chromosome,NZ_CP071982.1,850849,851733,-,66522052,,J5D21_RS03980,WP_077645652.1,294,hypothetical protein
chromosome,NZ_CP071982.1,851810,853195,+,66522053,der,J5D21_RS03985,WP_077645651.1,461,ribosome biogenesis GTPase Der
chromosome,NZ_CP071982.1,853337,853621,+,66522054,,J5D21_RS03990,WP_209611195.1,94,HU family DNA-binding protein
chromosome,NZ_CP071982.1,854309,854914,+,66522056,,J5D21_RS04000,WP_001236611.1,201,LPP20 family lipoprotein
chromosome,NZ_CP071982.1,854934,855551,+,66522057,,J5D21_RS04005,WP_001268721.1,205,hypothetical protein
chromosome,NZ_CP071982.1,855548,857311,+,66522058,,J5D21_RS04010,WP_209611197.1,587,OmpP1/FadL family transporter
chromosome,NZ_CP071982.1,857333,858316,+,66522059,pseB,J5D21_RS04015,WP_163498402.1,327,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"
chromosome,NZ_CP071982.1,858313,859590,+,66522060,coaBC,J5D21_RS04020,WP_209611199.1,425,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
chromosome,NZ_CP071982.1,859590,860327,+,66522061,,J5D21_RS04025,WP_001932843.1,245,hypothetical protein
chromosome,NZ_CP071982.1,860437,861090,-,66522062,thiE,J5D21_RS04030,WP_209611201.1,217,thiamine phosphate synthase
chromosome,NZ_CP071982.1,861083,861892,-,66522063,thiD,J5D21_RS04035,WP_209611203.1,269,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
chromosome,NZ_CP071982.1,861889,862668,-,66522064,thiM,J5D21_RS04040,WP_209611205.1,259,hydroxyethylthiazole kinase
chromosome,NZ_CP071982.1,862761,865763,-,66522065,,J5D21_RS04045,WP_209611207.1,1000,type I restriction endonuclease subunit R
chromosome,NZ_CP071982.1,865778,867064,-,66522066,,J5D21_RS04050,WP_209611209.1,428,restriction endonuclease subunit S
chromosome,NZ_CP071982.1,868847,869830,+,66522068,,J5D21_RS04060,WP_001050907.1,327,DNA cytosine methyltransferase
chromosome,NZ_CP071982.1,869827,870780,+,66522069,,J5D21_RS04065,WP_209611211.1,317,HaeIII family restriction endonuclease
chromosome,NZ_CP071982.1,870945,871631,+,66522070,,J5D21_RS04070,WP_209611213.1,228,phosphatase PAP2 family protein
chromosome,NZ_CP071982.1,871670,872614,-,66522071,,J5D21_RS04075,WP_209611215.1,314,COG2958 family protein
chromosome,NZ_CP071982.1,872611,874212,-,66522072,,J5D21_RS04080,WP_000942077.1,533,ATP-binding cassette domain-containing protein
chromosome,NZ_CP071982.1,874414,875337,+,66522073,,J5D21_RS04085,WP_209611217.1,307,GMP reductase
chromosome,NZ_CP071982.1,875415,875993,-,66522074,gmhA,J5D21_RS04090,WP_021171765.1,192,D-sedoheptulose 7-phosphate isomerase
chromosome,NZ_CP071982.1,875986,877377,-,66522075,rfaE1,J5D21_RS04095,WP_077645432.1,463,D-glycero-beta-D-manno-heptose-7-phosphate kinase
chromosome,NZ_CP071982.1,877374,878363,-,66522076,rfaD,J5D21_RS04100,WP_209611219.1,329,ADP-glyceromanno-heptose 6-epimerase
chromosome,NZ_CP071982.1,878372,878941,-,66522077,gmhB,J5D21_RS04105,WP_209611221.1,189,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
chromosome,NZ_CP071982.1,878883,879614,-,66522078,,J5D21_RS04110,WP_209611223.1,243,sulfite exporter TauE/SafE family protein
chromosome,NZ_CP071982.1,879605,880276,-,66522079,,J5D21_RS04115,WP_209611225.1,223,type III pantothenate kinase
chromosome,NZ_CP071982.1,880281,881897,-,66522080,pgbB,J5D21_RS04120,WP_077645444.1,538,plasminogen-binding protein PgbB
chromosome,NZ_CP071982.1,881902,882558,-,66522081,,J5D21_RS04125,WP_077645436.1,218,hypothetical protein
chromosome,NZ_CP071982.1,882555,882992,-,66522082,dut,J5D21_RS04130,WP_021171758.1,145,dUTP diphosphatase
chromosome,NZ_CP071982.1,882982,883476,-,66522083,greA,J5D21_RS04135,WP_001031337.1,164,transcription elongation factor GreA
chromosome,NZ_CP071982.1,883517,884599,-,66522084,lpxB,J5D21_RS04140,WP_209611227.1,360,lipid-A-disaccharide synthase
chromosome,NZ_CP071982.1,884599,885060,-,66522085,mua,J5D21_RS04145,WP_209611229.1,153,nickel-binding protein Mua
chromosome,NZ_CP071982.1,885064,885417,-,66522086,hypA,J5D21_RS04150,WP_000545269.1,117,hydrogenase/urease nickel incorporation protein HypA
chromosome,NZ_CP071982.1,885476,887632,-,66522087,flgE,J5D21_RS04155,WP_000946429.1,718,flagellar hook protein FlgE
chromosome,NZ_CP071982.1,887842,888660,-,66522088,cdh,J5D21_RS04160,WP_209611231.1,272,CDP-diacylglycerol diphosphatase
chromosome,NZ_CP071982.1,888853,889182,+,66522089,,J5D21_RS04165,WP_001153372.1,109,zinc ribbon domain-containing protein YjdM
chromosome,NZ_CP071982.1,889240,889455,-,66522090,,J5D21_RS04170,WP_001206523.1,71,hypothetical protein
chromosome,NZ_CP071982.1,889539,890417,-,66522091,,J5D21_RS04175,WP_209611233.1,292,Tat pathway signal protein
chromosome,NZ_CP071982.1,890559,892076,-,66522092,,J5D21_RS04180,WP_209611235.1,505,catalase
chromosome,NZ_CP071982.1,892399,894774,+,66522093,,J5D21_RS04185,WP_001937597.1,791,TonB-dependent receptor
chromosome,NZ_CP071982.1,894775,895248,-,66522094,ruvC,J5D21_RS04190,WP_001221154.1,157,crossover junction endodeoxyribonuclease RuvC
chromosome,NZ_CP071982.1,895381,896112,+,66522095,,J5D21_RS04195,WP_000646775.1,243,NYN domain-containing protein
chromosome,NZ_CP071982.1,896796,896999,-,66522096,,J5D21_RS04200,WP_209611236.1,67,hypothetical protein
chromosome,NZ_CP071982.1,897191,897628,-,66522097,,J5D21_RS04205,WP_209611238.1,145,DUF3519 domain-containing protein
chromosome,NZ_CP071982.1,897561,897947,-,66522098,,J5D21_RS04210,WP_240331385.1,128,DUF3519 domain-containing protein
chromosome,NZ_CP071982.1,898048,898599,-,66522099,ruvA,J5D21_RS04215,WP_000635099.1,183,Holliday junction branch migration protein RuvA
chromosome,NZ_CP071982.1,898625,900469,-,66522100,,J5D21_RS04220,WP_209611240.1,614,hypothetical protein
chromosome,NZ_CP071982.1,900560,902020,+,66522101,murJ,J5D21_RS04225,WP_209611242.1,486,murein biosynthesis integral membrane protein MurJ
chromosome,NZ_CP071982.1,902021,903418,+,66522102,cysS,J5D21_RS04230,WP_209611243.1,465,cysteine--tRNA ligase
chromosome,NZ_CP071982.1,903641,907507,+,66522103,vacA,J5D21_RS04235,WP_209611245.1,1288,autotransporter outer membrane beta-barrel domain-containing protein
chromosome,NZ_CP071982.1,907637,908647,-,66522104,,J5D21_RS04240,WP_244965171.1,336,glycosyltransferase family 8 protein
chromosome,NZ_CP071982.1,908824,909591,-,66522105,,J5D21_RS04245,WP_000242348.1,255,ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,909591,910571,-,66522106,,J5D21_RS04250,WP_000921470.1,326,iron ABC transporter permease
chromosome,NZ_CP071982.1,910564,911421,-,66522107,,J5D21_RS04255,WP_209611247.1,285,SDR family oxidoreductase
chromosome,NZ_CP071982.1,911561,912085,+,66522108,,J5D21_RS04260,WP_001135603.1,174,acyl-CoA thioesterase
chromosome,NZ_CP071982.1,912149,913426,-,66522109,,J5D21_RS04265,WP_001274357.1,425,RNA-guided endonuclease TnpB family protein
chromosome,NZ_CP071982.1,913401,914054,-,66522110,,J5D21_RS04270,WP_209611249.1,217,IS607 family transposase
chromosome,NZ_CP071982.1,914190,914441,-,66522111,,J5D21_RS04275,WP_209611251.1,83,hypothetical protein
chromosome,NZ_CP071982.1,914522,914758,-,66522112,,J5D21_RS04280,WP_033621501.1,78,"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family"
chromosome,NZ_CP071982.1,914772,915059,-,66522113,,J5D21_RS04285,WP_001945270.1,95,type II toxin-antitoxin system antitoxin
chromosome,NZ_CP071982.1,916221,918461,-,66522114,babA,J5D21_RS04290,WP_209611253.1,746,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,919237,919755,+,71772610,,J5D21_RS07760,WP_244965172.1,172,hypothetical protein
chromosome,NZ_CP071982.1,919847,920959,-,66522118,hypD,J5D21_RS04310,WP_209611257.1,370,hydrogenase formation protein HypD
chromosome,NZ_CP071982.1,920965,921201,-,66522119,,J5D21_RS04315,WP_001924872.1,78,HypC/HybG/HupF family hydrogenase formation chaperone
chromosome,NZ_CP071982.1,921201,921929,-,66522120,hypB,J5D21_RS04320,WP_209611259.1,242,hydrogenase nickel incorporation protein HypB
chromosome,NZ_CP071982.1,922180,922479,-,66522121,,J5D21_RS04325,WP_001261174.1,99,cupin domain-containing protein
chromosome,NZ_CP071982.1,922490,923695,-,66522122,,J5D21_RS04330,WP_209611261.1,401,acetate kinase
chromosome,NZ_CP071982.1,923707,925266,-,66522123,pta,J5D21_RS04335,WP_209611263.1,519,phosphate acetyltransferase
chromosome,NZ_CP071982.1,925447,927000,+,66522124,,J5D21_RS04340,WP_209611265.1,517,flagellar hook-length control protein FliK
chromosome,NZ_CP071982.1,927051,928070,+,66522125,flgD,J5D21_RS04345,WP_209611267.1,339,flagellar hook assembly protein FlgD
chromosome,NZ_CP071982.1,928067,929884,+,66522126,,J5D21_RS04350,WP_209611269.1,605,flagellar hook protein FlgE
chromosome,NZ_CP071982.1,930527,931672,+,66522128,,J5D21_RS04360,WP_209611273.1,381,class I SAM-dependent methyltransferase
chromosome,NZ_CP071982.1,931681,933717,+,66522129,,J5D21_RS04365,WP_209611275.1,678,ATP-dependent helicase
chromosome,NZ_CP071982.1,934882,936438,+,66522130,alpA,J5D21_RS04370,WP_209611277.1,518,outer membrane protein
chromosome,NZ_CP071982.1,936460,938055,+,66522131,alpB,J5D21_RS04375,WP_209611279.1,531,outer membrane protein
chromosome,NZ_CP071982.1,938728,940272,-,66522132,hofG,J5D21_RS04380,WP_209611281.1,514,outer membrane family protein
chromosome,NZ_CP071982.1,940601,943048,-,66522133,,J5D21_RS04385,WP_209611283.1,815,TonB-dependent receptor
chromosome,NZ_CP071982.1,943232,943663,-,66522134,,J5D21_RS04390,WP_209611285.1,143,Sua5 YciO YrdC YwlC family protein
chromosome,NZ_CP071982.1,943668,946925,-,66522135,carB,J5D21_RS04395,WP_209611287.1,1085,carbamoyl-phosphate synthase large subunit
chromosome,NZ_CP071982.1,947023,947715,-,66522136,,J5D21_RS04400,WP_001240296.1,230,Bax inhibitor-1/YccA family protein
chromosome,NZ_CP071982.1,947861,948859,+,66522137,gap,J5D21_RS04405,WP_077645570.1,332,type I glyceraldehyde-3-phosphate dehydrogenase
chromosome,NZ_CP071982.1,948940,956139,+,66522138,,J5D21_RS04410,WP_209611288.1,2399,vacuolating cytotoxin domain-containing protein
chromosome,NZ_CP071982.1,956191,957306,+,66522139,hopJ,J5D21_RS04415,WP_209611290.1,371,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,957374,957580,-,66522140,,J5D21_RS04420,WP_001115893.1,68,4-oxalocrotonate tautomerase family protein
chromosome,NZ_CP071982.1,957741,958322,+,66522141,recR,J5D21_RS04425,WP_001099604.1,193,recombination mediator RecR
chromosome,NZ_CP071982.1,958319,959464,+,66522142,truD,J5D21_RS04430,WP_209611292.1,381,tRNA pseudouridine(13) synthase TruD
chromosome,NZ_CP071982.1,959451,960383,+,66522143,htpX,J5D21_RS04435,WP_244965173.1,310,zinc metalloprotease HtpX
chromosome,NZ_CP071982.1,960384,960926,+,66522144,folE,J5D21_RS04440,WP_000426968.1,180,GTP cyclohydrolase I FolE
chromosome,NZ_CP071982.1,960942,961853,+,66522145,,J5D21_RS04445,WP_077645698.1,303,polyprenyl synthetase family protein
chromosome,NZ_CP071982.1,961850,962653,+,66522146,surE,J5D21_RS04450,WP_077645697.1,267,5\\'/3\\'-nucleotidase SurE
chromosome,NZ_CP071982.1,962650,963309,+,66522147,,J5D21_RS04455,WP_021187072.1,219,hypothetical protein
chromosome,NZ_CP071982.1,963311,963913,+,66522148,,J5D21_RS04460,WP_000236854.1,200,6-pyruvoyl tetrahydropterin synthase family protein
chromosome,NZ_CP071982.1,963910,964665,+,66522149,,J5D21_RS04465,WP_021171703.1,251,7-carboxy-7-deazaguanine synthase QueE
